id,url,last_modified,date,updated_by,responsible
atas-a-partir-de-2023,https://www.sorocaba.unesp.br/#!/comunidade/comissao-permanente/atas-da-cpeuc/atas-a-partir-de-2023,Atualizada em 31/Jan/2024 08:18 por Gisele - Responsável: Fernando Marafão,31/Jan/2024,Gisele,Fernando Marafão
sobre-a-biblioteca,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/sobre-a-biblioteca,Atualizada em 20/Out/2023 11:13 por Ermogenes - Responsável: Ermogenes,20/Out/2023,Ermogenes,Ermogenes
equipe,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/sobre-a-biblioteca/equipe,Not Found,Not Found,Not Found,Not Found
horario-de-funcionamento,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/sobre-a-biblioteca/horario-de-funcionamento,Not Found,Not Found,Not Found,Not Found
regulamento,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/sobre-a-biblioteca/regulamento,Atualizada em 26/Set/2023 08:29 por Lucimara Kurokawa Shinoda - Responsável: Sabrina Luana da Silva Gonçalves,26/Set/2023,Lucimara Kurokawa Shinoda,Sabrina Luana da Silva Gonçalves
regimento-interno,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/sobre-a-biblioteca/regimento-interno,Not Found,Not Found,Not Found,Not Found
comissao-de-boblioteca,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/sobre-a-biblioteca/comissao-de-boblioteca,Atualizada em 25/Out/2018 15:34 por Gisele - Responsável: Sabrina Luana da Silva Gonçalves,25/Out/2018,Gisele,Sabrina Luana da Silva Gonçalves
aquisicao-de-livros,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/sobre-a-biblioteca/aquisicao-de-livros,Atualizada em 26/Mar/2019 12:25 por Lucimara Kurokawa Shinoda - Responsável: Sabrina Luana da Silva Gonçalves,26/Mar/2019,Lucimara Kurokawa Shinoda,Sabrina Luana da Silva Gonçalves
consulta-ao-acervo,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/consulta-ao-acervo,Atualizada em 24/Nov/2023 11:25 por Sabrina Luana da Silva Gonçalves - Responsável: Sabrina Luana da Silva Gonçalves,24/Nov/2023,Sabrina Luana da Silva Gonçalves,Sabrina Luana da Silva Gonçalves
acervo-digital,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/acervo-digital,Atualizada em 24/Nov/2023 11:25 por Sabrina Luana da Silva Gonçalves - Responsável: Sabrina Luana da Silva Gonçalves,24/Nov/2023,Sabrina Luana da Silva Gonçalves,Sabrina Luana da Silva Gonçalves
base-de-dados,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/acervo-digital/base-de-dados,Not Found,Not Found,Not Found,Not Found
e-books,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/acervo-digital/e-books,Atualizada em 17/Mar/2022 14:37 por Lucimara Kurokawa Shinoda - Responsável: Sabrina Luana da Silva Gonçalves,17/Mar/2022,Lucimara Kurokawa Shinoda,Sabrina Luana da Silva Gonçalves
normas-tecnicas,https://www.sorocaba.unesp.br/#!/sobre-o-campus/biblioteca/acervo-digital/normas-tecnicas,Atualizada em 15/Jul/2020 16:06 por Lucimara Kurokawa Shinoda - Responsável: Sabrina Luana da Silva Gonçalves,15/Jul/2020,Lucimara Kurokawa Shinoda,Sabrina Luana da Silva Gonçalves
pautas-e-atas---conselho-dea,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/teste2/pautas-e-atas---conselho-dea,Atualizada em 17/Fev/2022 11:52 por Lucimara Kurokawa Shinoda - Responsável: Sabrina Luana da Silva Gonçalves,17/Fev/2022,Lucimara Kurokawa Shinoda,Sabrina Luana da Silva Gonçalves
equipe,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/equipe,Atualizada em 10/Abr/2024 16:21 por Giovana Maia Antonangelo - Responsável: Giovana Maia Antonangelo,10/Abr/2024,Giovana Maia Antonangelo,Giovana Maia Antonangelo
tecnicas-do-dea,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/equipe/tecnicas-do-dea,Not Found,Not Found,Not Found,Not Found
ensino,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/ensino,Atualizada em 22/Mar/2024 14:24 por Giovana Maia Antonangelo - Responsável: Giovana Maia Antonangelo,22/Mar/2024,Giovana Maia Antonangelo,Giovana Maia Antonangelo
pesquisa,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/pesquisa,Atualizada em 13/Mar/2024 09:16 por - Responsável: Giovana Maia Antonangelo,13/Mar/2024,,Giovana Maia Antonangelo
estrutura,https://www.sorocaba.unesp.br/#!/graduacao/engenharia-ambiental/laboratorios/estrutura,Atualizada em 13/Mar/2024 09:16 por - Responsável: Giovana Maia Antonangelo,13/Mar/2024,,Giovana Maia Antonangelo
linhas-de-pesquisa,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/pesquisa/linhas-de-pesquisa,Atualizada em 23/Nov/2011 13:07 por Gisele - Responsável: Marcos Dionizio,23/Nov/2011,Gisele,Marcos Dionizio
grupos-de-pesquisa,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/pesquisa/grupos-de-pesquisa,Atualizada em 23/Nov/2011 13:07 por Gisele - Responsável: Marcos Dionizio,23/Nov/2011,Gisele,Marcos Dionizio
servidores,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/equipe/servidores,Atualizada em 23/Nov/2011 13:07 por Gisele - Responsável: Marcos Dionizio,23/Nov/2011,Gisele,Marcos Dionizio
laboratorios,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/laboratorios,Atualizada em 21/Ago/2024 08:47 por Fabiane - Responsável: Carina Yurie Esaki,21/Ago/2024,Fabiane,Carina Yurie Esaki
linhas-de-pesquisa,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/linhas-de-pesquisa,Atualizada em 03/Mai/2021 08:47 por Gisele - Responsável: Adriano Luiz Imenes Dias,03/Mai/2021,Gisele,Adriano Luiz Imenes Dias
formularios,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/formularios,Atualizada em 01/Jun/2020 09:11 por Fabiane - Responsável: Carina Yurie Esaki,01/Jun/2020,Fabiane,Carina Yurie Esaki
afastamento-de-docente,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/formularios/afastamento-de-docente,Atualizada em 01/Jun/2020 09:11 por Fabiane - Responsável: Carina Yurie Esaki,01/Jun/2020,Fabiane,Carina Yurie Esaki
laboratorios,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/formularios/laboratorios,Atualizada em 03/Set/2025 10:52 por Fabiane - Responsável: Carina Yurie Esaki,03/Set/2025,Fabiane,Carina Yurie Esaki
apresentacao,https://www.sorocaba.unesp.br/#!/graduacao/engenharia-ambiental/apresentacao,Atualizada em 11/Jul/2025 15:56 por Fabiane - Responsável: Carina Yurie Esaki,11/Jul/2025,Fabiane,Carina Yurie Esaki
coordenacao-de-curso,https://www.sorocaba.unesp.br/#!/graduacao/engenharia-ambiental/coordenacao-de-curso,Atualizada em 22/Out/2024 15:17 por Marcos Dionizio - Responsável: Marcos Dionizio,18/Set/2024,Marcos Dionizio,Marcos Dionizio
conselho-de-curso,https://www.sorocaba.unesp.br/#!/graduacao/engenharia-ambiental/conselho-de-curso,Atualizada em 18/Set/2024 09:54 por Marcos Dionizio - Responsável: Marcos Dionizio,18/Set/2024,Marcos Dionizio,Marcos Dionizio
